,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (rÂ²),add. information,Time
0,linearRegression,pKd pKi pIC50,all,1.427600998697034,3.051575216826102,1.136918832564263,0.61515,[0.551 ~ 0.672],0.3784100000000001,GRADE,0.001647615432739258
1,linearRegression,pKd pKi pIC50,all,1.433659452530421,4.792340599152623,1.8966952608410446,0.31145900000000004,[0.299 ~ 0.324],0.09700699999999998,GRADE,0.005093502998352051
2,linearRegression,pKd pKi pIC50,all,238565.37822019256,16220113488095.043,4020348.171468175,-0.079731,[-0.176 ~ 0.018],0.006357,X-GRADE,0.0016651391983032227
3,linearRegression,pKd pKi pIC50,all,32356853519228.312,1.470570173106042e+31,3834664883028253.0,0.008995000000000001,[-0.005 ~ 0.023],8.1e-05,X-GRADE,0.012267112731933594
4,linearRegression,pKd pKi pIC50,ki,1.3669855439109753,2.811266726134413,1.2275628206184521,0.6393430000000001,[0.578 ~ 0.694],0.40876,GRADE,0.00201113224029541
5,linearRegression,pKd pKi pIC50,ki,1.5522169758910331,6.2286275670233575,2.2921144735479473,0.279827,[0.267 ~ 0.293],0.078303,GRADE,0.005181598663330078
6,linearRegression,pKd pKi pIC50,ki,1.342721287372011e+22,5.13826629835156e+46,2.2627941342057478e+23,0.079731,[-0.018 ~ 0.176],0.006357,X-GRADE,0.0017151355743408204
7,linearRegression,pKd pKi pIC50,ki,1.749765288612784e+29,1.447550555146982e+62,1.203014707844613e+31,0.011075,[-0.003 ~ 0.025],0.00012300000000000004,X-GRADE,0.012303566932678223
8,linearRegression,pKd pKi pIC50,kd,1.477996607403085,3.2888681501996944,0.9228480402851906,0.6219900000000002,[0.558 ~ 0.678],0.38687199999999994,GRADE,0.0016004562377929688
9,linearRegression,pKd pKi pIC50,kd,1.3689454943234962,4.250073912408466,1.633487311226256,0.30631900000000006,[0.294 ~ 0.319],0.093831,GRADE,0.005137205123901367
10,linearRegression,pKd pKi pIC50,kd,16486032.685706202,7.481341541355674e+16,273023124.838029,0.079384,[-0.018 ~ 0.176],0.006302,X-GRADE,0.00204160213470459
11,linearRegression,pKd pKi pIC50,kd,3.64445544659024e+17,1.6694816330174582e+39,4.085766537865626e+19,-0.0016359999999999999,[-0.015 ~ 0.012],2.9999999999999997e-06,X-GRADE,0.012261629104614258
12,Ridge,pKd pKi pIC50,all,1.425729891916447,3.0448439673910674,1.1319284980748474,0.616408,[0.552 ~ 0.674],0.379959,GRADE,0.0015648603439331055
13,Ridge,pKd pKi pIC50,all,1.4299027141735687,4.7467200765971915,1.8847228267469365,0.31324,[0.301 ~ 0.326],0.09811899999999998,GRADE,0.006980705261230469
14,Ridge,pKd pKi pIC50,all,1.3758130689890058,2.9868434258243286,1.053955507554676,0.624511,[0.561 ~ 0.681],0.39001300000000005,X-GRADE,0.0017318964004516602
15,Ridge,pKd pKi pIC50,all,159360.33546676484,119988247559208.84,10952756.86811349,0.011068999999999999,[-0.003 ~ 0.025],0.00012300000000000004,X-GRADE,0.01338653564453125
16,Ridge,pKd pKi pIC50,ki,1.3643811094989438,2.805949942860793,1.2182268488764905,0.6410239999999999,[0.58 ~ 0.695],0.41091200000000005,GRADE,0.0015775442123413086
17,Ridge,pKd pKi pIC50,ki,1.5412614233898483,6.03707935386654,2.24861958006468,0.2845,[0.272 ~ 0.297],0.08094,GRADE,0.006134152412414551
18,Ridge,pKd pKi pIC50,ki,272594954.38991255,2.1177782387071185e+19,4593851801.807359,-0.079731,[-0.176 ~ 0.018],0.006357,X-GRADE,0.0016694784164428711
19,Ridge,pKd pKi pIC50,ki,2.6069824040186624e+16,3.185802166233646e+36,1.7846944410083287e+18,-0.011118000000000001,[-0.025 ~ 0.003],0.000124,X-GRADE,0.012524127960205078
20,Ridge,pKd pKi pIC50,kd,1.476072993353913,3.281728544493963,0.915905579586916,0.6239179999999999,[0.56 ~ 0.68],0.38927399999999995,GRADE,0.0016083240509033204
21,Ridge,pKd pKi pIC50,kd,1.365291364436546,4.224224146117291,1.6256561679325041,0.307414,[0.295 ~ 0.32],0.09450400000000002,GRADE,0.005197215080261231
22,Ridge,pKd pKi pIC50,kd,1.7429788908961314,21.454223257717977,4.282677560275467,0.10368,[0.006 ~ 0.199],0.010748999999999998,X-GRADE,0.0020203590393066406
23,Ridge,pKd pKi pIC50,kd,1142566.9535285982,5874791508586829.0,76639513.92184952,0.010658,[-0.003 ~ 0.024],0.00011399999999999998,X-GRADE,0.012073183059692382
24,Lasso,pKd pKi pIC50,all,1.4172769671795096,3.0148385619567377,1.1100221208889425,0.6221680000000002,[0.558 ~ 0.679],0.3870930000000001,GRADE,0.0015918970108032226
25,Lasso,pKd pKi pIC50,all,1.4187603616238837,4.595405082798723,1.8412761234904167,0.318441,[0.306 ~ 0.331],0.101405,GRADE,0.005031394958496094
26,Lasso,pKd pKi pIC50,all,1.3785638031615175,2.897931031994379,0.9693870096983564,0.6550279999999999,[0.595 ~ 0.707],0.42906199999999994,X-GRADE,0.0017034053802490235
27,Lasso,pKd pKi pIC50,all,156704.07803570968,116117433370845.72,10774640.570252668,0.011032,[-0.003 ~ 0.025],0.000122,X-GRADE,0.012280893325805665
28,Lasso,pKd pKi pIC50,ki,1.3567817856646829,2.7929221913727074,1.1930045406776553,0.6458580000000002,[0.585 ~ 0.699],0.41713299999999987,GRADE,0.0016209840774536132
29,Lasso,pKd pKi pIC50,ki,1.5320238669198878,5.878275586611103,2.2087867593419266,0.28737300000000005,[0.275 ~ 0.3],0.08258299999999999,GRADE,0.0051838397979736325
30,Lasso,pKd pKi pIC50,ki,1.319667673100449,2.6185085606101843,1.1339358072875358,0.6912729999999999,[0.637 ~ 0.739],0.477858,X-GRADE,0.0017064809799194336
31,Lasso,pKd pKi pIC50,ki,96954035993000.39,1.322220695309934e+32,1.1498376817970798e+16,-0.0066099999999999996,[-0.02 ~ 0.007],4.399999999999999e-05,X-GRADE,0.012174487113952637
32,Lasso,pKd pKi pIC50,kd,1.4710074109956361,3.26453314061387,0.8987369404128558,0.6289169999999998,[0.566 ~ 0.685],0.39553599999999994,GRADE,0.0016839265823364257
33,Lasso,pKd pKi pIC50,kd,1.3508420317151533,4.084984323196529,1.5791826383180985,0.313183,[0.301 ~ 0.326],0.09808400000000002,GRADE,0.00522611141204834
34,Lasso,pKd pKi pIC50,kd,1.6500324265561228,12.15797488248435,3.037176068197528,0.15098499999999998,[0.054 ~ 0.245],0.022797000000000005,X-GRADE,0.0017547130584716797
35,Lasso,pKd pKi pIC50,kd,122578.1461674568,70981664378652.11,8424171.78260821,0.011031,[-0.003 ~ 0.025],0.000122,X-GRADE,0.01259307861328125
36,ElasticNet,pKd pKi pIC50,all,1.4216998394817508,3.030898611040722,1.121715282176997,0.6190499999999999,[0.555 ~ 0.676],0.38322300000000004,GRADE,0.0016643285751342773
37,ElasticNet,pKd pKi pIC50,all,1.424606213572661,4.678452614389474,1.8658556740515588,0.315725,[0.303 ~ 0.328],0.09968200000000002,GRADE,0.005214905738830567
38,ElasticNet,pKd pKi pIC50,all,1.3870898086621095,2.9318013018082074,0.9537187285420681,0.6502030000000001,[0.59 ~ 0.703],0.42276400000000003,X-GRADE,0.0017242908477783203
39,ElasticNet,pKd pKi pIC50,all,164052.7964295682,127239723499376.84,11278865.740028633,0.011066999999999999,[-0.003 ~ 0.025],0.000122,X-GRADE,0.012489938735961914
40,ElasticNet,pKd pKi pIC50,ki,1.3590111216555785,2.7961841754218106,1.1978941927661304,0.644716,[0.584 ~ 0.698],0.41565799999999997,GRADE,0.0016612529754638672
41,ElasticNet,pKd pKi pIC50,ki,1.5165271682147614,5.611582861662197,2.1459923806657306,0.29515700000000006,[0.282 ~ 0.308],0.08711800000000001,GRADE,0.005479598045349121
42,ElasticNet,pKd pKi pIC50,ki,158358441.3711462,7.147057724832718e+18,2668703866.7348866,-0.079731,[-0.176 ~ 0.018],0.006357,X-GRADE,0.0017583847045898437
43,ElasticNet,pKd pKi pIC50,ki,1.1865235193873442e+16,6.54829178032221e+35,8.091310300687994e+17,-0.011148999999999997,[-0.025 ~ 0.003],0.000124,X-GRADE,0.012241172790527343
44,ElasticNet,pKd pKi pIC50,kd,1.469579984751647,3.2595623675897096,0.8928131798882342,0.630402,[0.568 ~ 0.686],0.39740699999999995,GRADE,0.0020528078079223634
45,ElasticNet,pKd pKi pIC50,kd,1.3484153142254376,4.082557008403162,1.5795917267378312,0.31334699999999993,[0.301 ~ 0.326],0.09818700000000001,GRADE,0.0051783561706542965
46,ElasticNet,pKd pKi pIC50,kd,1.6753234093656846,14.643128522103714,3.414496996854724,0.13253399999999999,[0.035 ~ 0.227],0.017565,X-GRADE,0.0016753435134887694
47,ElasticNet,pKd pKi pIC50,kd,182320.18541379357,157014062675109.53,12529201.326121962,0.011067999999999998,[-0.003 ~ 0.025],0.000122,X-GRADE,0.011755013465881347
48,SVR,pKd pKi pIC50,all,1.2747000365481156,2.5493728696494182,1.2119044667260872,0.6905669999999999,[0.636 ~ 0.738],0.47688300000000006,GRADE,0.060854411125183104
49,SVR,pKd pKi pIC50,all,1.1835346868521477,2.2689109309081426,1.181013206990711,0.5672499999999999,[0.558 ~ 0.577],0.3217729999999999,GRADE,3.1602458715438844
50,SVR,pKd pKi pIC50,all,1.3660330835185852,2.938812477065334,1.062621521458617,0.6293569999999999,[0.567 ~ 0.685],0.39609,X-GRADE,0.18162600994110106
51,SVR,pKd pKi pIC50,all,1.1900723877570594,2.3013668574901365,1.1777460836833595,0.5603800000000001,[0.551 ~ 0.57],0.314025,X-GRADE,9.072916889190674
52,SVR,pKd pKi pIC50,ki,1.3303105366432406,2.7020679340349356,1.2192280200655896,0.6661029999999999,[0.608 ~ 0.717],0.443693,GRADE,0.02951653003692627
53,SVR,pKd pKi pIC50,ki,1.254639452887341,2.5213629453556305,1.2216871135564633,0.5483060000000001,[0.539 ~ 0.558],0.30064,GRADE,1.474698543548584
54,SVR,pKd pKi pIC50,ki,1.3435817965134014,2.7834455612394327,1.0924832323796736,0.6679079999999998,[0.61 ~ 0.719],0.44610099999999997,X-GRADE,0.08742828369140625
55,SVR,pKd pKi pIC50,ki,1.2762161828355334,2.5965711928427453,1.224514982333037,0.52867,[0.519 ~ 0.539],0.27949199999999996,X-GRADE,4.257562255859375
56,SVR,pKd pKi pIC50,kd,1.3974069754578173,3.019231804663885,1.0976813446994191,0.6203199999999999,[0.556 ~ 0.677],0.38479699999999994,GRADE,0.03549447059631348
57,SVR,pKd pKi pIC50,kd,1.2020801233982021,2.3225996664229,1.036422087401892,0.5521320000000001,[0.542 ~ 0.562],0.30485,GRADE,1.618142032623291
58,SVR,pKd pKi pIC50,kd,1.4976479787762507,3.4204281950376547,0.9075985457661544,0.548959,[0.477 ~ 0.614],0.30135600000000007,X-GRADE,0.09386923313140869
59,SVR,pKd pKi pIC50,kd,1.2382881896180178,2.440237134239385,0.9885841247504772,0.519729,[0.51 ~ 0.53],0.270118,X-GRADE,4.4896032333374025
60,DecisionTree,pKd pKi pIC50,all,1.6357192982456144,4.2414814035087725,1.8899012551131285,0.49689799999999995,[0.42 ~ 0.567],0.24690799999999996,GRADE,0.0029972553253173827
61,DecisionTree,pKd pKi pIC50,all,1.5909790457312756,4.118350976921988,1.8581630062957104,0.391728,[0.38 ~ 0.403],0.153451,GRADE,0.007702541351318359
62,DecisionTree,pKd pKi pIC50,all,1.4950526315789472,3.8034957894736854,1.8563704065967417,0.540298,[0.467 ~ 0.606],0.291922,X-GRADE,0.002197885513305664
63,DecisionTree,pKd pKi pIC50,all,1.5926327339657367,4.092553567888999,1.8603958274008368,0.395775,[0.384 ~ 0.407],0.15663800000000003,X-GRADE,0.015655946731567384
64,DecisionTree,pKd pKi pIC50,ki,1.6160350877192982,4.043880350877194,1.7872007222660262,0.500445,[0.424 ~ 0.57],0.250445,GRADE,0.0025948524475097657
65,DecisionTree,pKd pKi pIC50,ki,1.6991611213365423,4.6749185261220445,1.949198905251731,0.368013,[0.356 ~ 0.38],0.13543299999999997,GRADE,0.007525253295898438
66,DecisionTree,pKd pKi pIC50,ki,1.605614035087719,4.233293333333335,1.8071988892141833,0.483532,[0.405 ~ 0.555],0.23380400000000007,X-GRADE,0.001967787742614746
67,DecisionTree,pKd pKi pIC50,ki,1.6126136202746708,4.218960484213506,1.8279078150399641,0.3886180000000001,[0.377 ~ 0.4],0.15102400000000002,X-GRADE,0.015327024459838866
68,DecisionTree,pKd pKi pIC50,kd,1.7848070175438597,5.086521754385964,1.7560875747892903,0.3761169999999999,[0.289 ~ 0.457],0.141464,GRADE,0.0018990278244018556
69,DecisionTree,pKd pKi pIC50,kd,1.640598895653405,4.363371924111568,1.7596221874956472,0.32303000000000004,[0.311 ~ 0.335],0.104349,GRADE,0.007072925567626953
70,DecisionTree,pKd pKi pIC50,kd,1.8847017543859645,5.613845614035087,1.7341833947952634,0.28739900000000007,[0.195 ~ 0.375],0.08259799999999999,X-GRADE,0.002006244659423828
71,DecisionTree,pKd pKi pIC50,kd,1.6421202038793719,4.322099738071642,1.8216480891456395,0.34861900000000007,[0.336 ~ 0.361],0.12153499999999998,X-GRADE,0.015374159812927246
72,RandomForest,pKd pKi pIC50,all,1.2477161403508774,2.401717568526316,1.1358974930057213,0.7321480000000001,[0.683 ~ 0.774],0.536041,GRADE,0.04646790027618408
73,RandomForest,pKd pKi pIC50,all,1.1601712799093866,2.183344053786634,1.1694838677747692,0.5903479999999999,[0.581 ~ 0.599],0.34851100000000007,GRADE,0.19895596504211427
74,RandomForest,pKd pKi pIC50,all,1.2395308771929827,2.3815352780701753,1.1379580266041602,0.7348420000000001,[0.686 ~ 0.777],0.539993,X-GRADE,0.04742026329040527
75,RandomForest,pKd pKi pIC50,all,1.1552125867195244,2.1673298827268863,1.1797038409590674,0.5918659999999999,[0.583 ~ 0.601],0.35030500000000003,X-GRADE,0.22445132732391357
76,RandomForest,pKd pKi pIC50,ki,1.301998596491228,2.5769579900350874,1.201176392860723,0.6938500000000001,[0.64 ~ 0.741],0.4814280000000001,GRADE,0.0377810001373291
77,RandomForest,pKd pKi pIC50,ki,1.2660188305252726,2.5913652388489306,1.2582297420127355,0.5447449999999999,[0.535 ~ 0.554],0.2967469999999999,GRADE,0.15759427547454835
78,RandomForest,pKd pKi pIC50,ki,1.2714498245614032,2.5415303129122817,1.2092859172784742,0.701092,[0.648 ~ 0.748],0.49153,X-GRADE,0.038391399383544925
79,RandomForest,pKd pKi pIC50,ki,1.232269644626929,2.454691171282742,1.2453211583192945,0.5607749999999999,[0.551 ~ 0.57],0.31446899999999994,X-GRADE,0.17515976428985597
80,RandomForest,pKd pKi pIC50,kd,1.3474614035087722,2.8612244013684207,1.0362690062666382,0.6649349999999999,[0.607 ~ 0.716],0.44213899999999995,GRADE,0.036211037635803224
81,RandomForest,pKd pKi pIC50,kd,1.1856725966303272,2.250497578804332,1.0132710450936846,0.568054,[0.559 ~ 0.577],0.322686,GRADE,0.16718769073486328
82,RandomForest,pKd pKi pIC50,kd,1.373097192982456,2.91169017814035,0.9652106391436843,0.667014,[0.609 ~ 0.718],0.444907,X-GRADE,0.03937716484069824
83,RandomForest,pKd pKi pIC50,kd,1.1818948746991362,2.235132663628769,1.0323683781465152,0.575462,[0.566 ~ 0.585],0.33115700000000003,X-GRADE,0.18158679008483886
84,XGBoost,pKd pKi pIC50,all,1.2894785172646501,2.659143355568111,1.3498611450195312,0.6641310000000001,[0.606 ~ 0.715],0.44106999999999996,GRADE,0.05167076587677002
85,XGBoost,pKd pKi pIC50,all,1.267182565525978,2.619446545434399,1.4100008010864258,0.522207,[0.512 ~ 0.532],0.2727,GRADE,0.06761581897735595
86,XGBoost,pKd pKi pIC50,all,1.287635231486538,2.651570441569269,1.3551278114318848,0.6625930000000001,[0.604 ~ 0.714],0.4390299999999999,X-GRADE,0.052259302139282225
87,XGBoost,pKd pKi pIC50,all,1.2711135532547793,2.6399592145209083,1.4151568412780762,0.51924,[0.509 ~ 0.529],0.26961000000000007,X-GRADE,0.0763486385345459
88,XGBoost,pKd pKi pIC50,ki,1.3835581311343008,2.889674511578025,1.4127689599990845,0.6261020000000002,[0.563 ~ 0.682],0.392004,GRADE,0.05260565280914307
89,XGBoost,pKd pKi pIC50,ki,1.341630115049108,2.9487329529682853,1.5352704524993896,0.4946799999999999,[0.484 ~ 0.505],0.244708,GRADE,0.06726045608520508
90,XGBoost,pKd pKi pIC50,ki,1.3778279782010796,2.886696549544666,1.4495984315872192,0.6249970000000001,[0.562 ~ 0.681],0.390622,X-GRADE,0.051223587989807126
91,XGBoost,pKd pKi pIC50,ki,1.307064547520529,2.8319039142394886,1.5502547025680542,0.5128769999999999,[0.503 ~ 0.523],0.2630430000000001,X-GRADE,0.07617347240447998
92,XGBoost,pKd pKi pIC50,kd,1.4525002836930125,3.2869318815540813,1.3282246589660645,0.567621,[0.498 ~ 0.63],0.32219400000000004,GRADE,0.05136723518371582
93,XGBoost,pKd pKi pIC50,kd,1.290476229390324,2.7009309348115274,1.2934595346450806,0.487643,[0.477 ~ 0.498],0.23779599999999995,GRADE,0.06776218414306641
94,XGBoost,pKd pKi pIC50,kd,1.4697408595168802,3.3487371309908474,1.295137643814087,0.5500410000000001,[0.478 ~ 0.615],0.302546,X-GRADE,0.051716184616088866
95,XGBoost,pKd pKi pIC50,kd,1.306708396576829,2.7761521964577827,1.3239128589630127,0.484503,[0.474 ~ 0.495],0.23474299999999998,X-GRADE,0.08764715194702148
